universe,quality,pullback,trigger,hold,exit,n,wr,exp,avg_w,avg_l,score
small,above50+rs,dn5,gapup,5,target10,419,0.5250596658711217,-0.0035864993492871877,0.06775614416028905,-0.08245776353072827,-0.07341381073777113
large,above200,dn5,gapup,5,target10,907,0.5181918412348401,-0.0024455122635647997,0.048219500018498805,-0.05693648657150506,-0.07365012504904501
large,above50+rs,dn10,gapup,10,target15,76,0.4868421052631579,-0.008449926568703373,0.12001851080160564,-0.13033023894566317,-0.0736647519866348
large,above21,dn15,immed,2,target15,127,0.48031496062992124,-0.006547451388870059,0.09631093210392626,-0.10161353310190904,-0.07378602984699265
large,rs_pos,dn10,gapup,2,target10,208,0.4807692307692308,-0.005127512461167603,0.05164822415258143,-0.05769763895537968,-0.0739500363772814
mid,above50+rs,dn8,volexp,2,target15,196,0.45918367346938777,-0.005283242965035931,0.08526944835939144,-0.082167603523512,-0.07396540151050303
mid,above50+rs,touch21,immed,5,trail5,6271,0.46754903524158825,-0.0009343841669064569,0.028317969098445535,-0.02662108670479566,-0.07399355120706726
small,above50,touch200,gapup,10,trail5,717,0.4225941422594142,-0.002769249667761647,0.017934914355355724,-0.017922297249898272,-0.07415179868998027
small,above200+rs,touch21,gapup,20,time,800,0.48125,-0.002622684348954276,0.03774329552380169,-0.040070641580306196,-0.07418071552229577
small,above50,touch200,immed,2,target10,4394,0.4911242603550296,-0.0011198991025420351,0.01460853646224476,-0.016299668310417664,-0.0742350359025195
mid,above50,touch21,volexp,5,target10,1405,0.5138790035587188,-0.001981604090558936,0.03145329510996691,-0.03732567030253501,-0.07427711931857933
small,above200+rs,touch21,immed,2,target15,6134,0.4991848712096511,-0.0009487753120227101,0.020187878397701472,-0.022016624810452218,-0.07430794675971779
small,above200+rs,dn15,volexp,10,target15,112,0.5178571428571429,-0.007031740934733184,0.11762112232239319,-0.14091814961831337,-0.07441695118854749
large,rs_pos,touch200,immed,2,time,1082,0.5147874306839186,-0.002262491995167483,0.024017320821749618,-0.030144121974258576,-0.07442188771127137
small,above50+rs,touch21,gapup,20,target15,821,0.49573690621193667,-0.0025978847757790933,0.035133899632040964,-0.03969169215254905,-0.07443744593987996
large,above21,dn8,immed,2,target10,743,0.4993270524899058,-0.0027316165817328664,0.05744439667931874,-0.06274586636627627,-0.07445847673805366
mid,rs_pos,touch200,volexp,2,target15,242,0.41735537190082644,-0.004787908553083798,0.04346872860873149,-0.03935471956970325,-0.07448237732290573
large,above200+rs,dn8,gapup,5,time,225,0.4666666666666667,-0.004978955865219586,0.08009272764524553,-0.07941667893687658,-0.0746843379782938
small,above50,dn15,immed,2,target15,1272,0.46855345911949686,-0.002096976250697076,0.08592944449363278,-0.07970606909628969,-0.07478888655205519
small,above200+rs,dn8,gapup,10,target10,330,0.5666666666666667,-0.004117796917068461,0.0830863941377757,-0.11815404675801851,-0.07480349576438332
small,above200,dn15,gapup,5,target15,164,0.5365853658536586,-0.0058422792158156185,0.09514981657985996,-0.12278049540028207,-0.07481767929727833
large,above200+rs,dn8,gapup,2,time,224,0.47767857142857145,-0.0050149830590863545,0.04324555752493506,-0.049150691114558914,-0.07505739363030654
mid,above200,dn15,gapup,5,target10,134,0.5,-0.006484813119331879,0.06518777851697878,-0.07815740475564258,-0.07506713901446016
small,above50,touch21,gapup,10,trail5,2320,0.4728448275862069,-0.0015601407541519354,0.019183734657035514,-0.020166871192477884,-0.07514632978939548
mid,above200,dn5,gapup,5,target10,1148,0.509581881533101,-0.00221888636283864,0.04904876875480095,-0.05548989567690465,-0.07518063767678217
mid,above50,dn10,gapup,20,target10,169,0.591715976331361,-0.005784140651148332,0.0918938316158612,-0.1473464192989882,-0.07519382846492832
small,above200+rs,touch50,volexp,20,trail5,493,0.40973630831643004,-0.0033896879093840817,0.03786113741925658,-0.03202428143648172,-0.07526328568864862
small,above50+rs,touch21,gapup,10,target15,809,0.4796044499381953,-0.002649023525616242,0.028967771792795034,-0.03178754272643233,-0.07534597827467673
mid,rs_pos,dn15,gapup,20,target10,132,0.6136363636363636,-0.006561878266893927,0.0965300236601786,-0.1702960754451856,-0.07539024156625711
small,above50+rs,dn15,immed,2,target10,920,0.5076086956521739,-0.0024877547568817205,0.07460496535859423,-0.08196303134391765,-0.07545733782712334
large,above50+rs,touch50,immed,20,trail5,2053,0.39405747686312714,-0.0016661347153324741,0.04313017272767273,-0.030798138510663032,-0.07549263565688218
small,above200,touch200,immed,10,target10,6549,0.4973278363108872,-0.000933184139694099,0.02464038127386618,-0.02623485563178578,-0.07551875892808525
large,above200+rs,dn15,gapup,10,target10,74,0.5945945945945946,-0.008790606244492544,0.0903465222704032,-0.15419172806633963,-0.0756196542096209
small,above200,dn5,immed,10,target15,9201,0.5142919247907836,-0.0007890098756983729,0.08495653826021932,-0.09158067104803276,-0.07568328156812387
small,rs_pos,touch21,immed,20,target10,7476,0.5247458533975388,-0.0008758585345631566,0.050426527014726094,-0.05752073849793545,-0.07573011434107169
small,above50+rs,touch21,gapup,10,trail5,830,0.4506024096385542,-0.0026288535117657166,0.025233684450692122,-0.02548102280553596,-0.07573653512439053
small,above200,vwap,gapup,2,time,3684,0.498099891422367,-0.0012478184651565146,0.02206434612109296,-0.024383471258973596,-0.07573754416796734
large,above50+rs,dn15,gapup,2,time,37,0.3783783783783784,-0.012474540456831251,0.1053515535265378,-0.08419477157714284,-0.07587966727350237
mid,rs_pos,dn10,immed,10,target10,3248,0.5714285714285714,-0.0013315104223090833,0.08020095887349496,-0.11004146948338114,-0.07588441325676264
small,above50+rs,touch21,immed,2,target10,6294,0.49332697807435655,-0.000959374958764516,0.0202642475554218,-0.021623955675775654,-0.07611175704586512
small,above200,touch200,volexp,2,target15,994,0.5,-0.0024169042756641023,0.013475700305785236,-0.01830950885711344,-0.07619959133786137
small,above50+rs,touch50,volexp,5,target15,452,0.4889380530973451,-0.003585188153728886,0.030119416430868694,-0.035830718946785446,-0.07622214568045398
small,above50+rs,touch200,gapup,10,trail5,193,0.38341968911917096,-0.005491971367027036,0.02662485314592136,-0.025463778207011754,-0.07629690460808518
small,above200+rs,dn8,immed,5,time,3487,0.4588471465443074,-0.0012927598258402494,0.09758819324243544,-0.0851345854269219,-0.07633853497413876
mid,above200+rs,touch200,immed,20,trail5,1234,0.37844408427876824,-0.002198278383377614,0.04222154181235632,-0.02924398376982839,-0.07722186198168506
mid,above200+rs,touch200,immed,2,trail5,1244,0.4622186495176849,-0.002189595841879793,0.01979575346118367,-0.021085822821343907,-0.07722788653567397
mid,above21,vwap,immed,2,target10,15878,0.5018894067262879,-0.0006140081115917929,0.029190389313681845,-0.030644510461067784,-0.07736989498735312
mid,above200+rs,touch50,immed,5,time,3041,0.49128576126274254,-0.001403986502371218,0.03705482478880999,-0.0385452043879722,-0.0774232045227667
mid,none,touch50,volexp,2,time,1494,0.5,-0.00200397894355252,0.031824262842690576,-0.035832220729795625,-0.07745838766502695
large,above50,dn10,gapup,2,target15,101,0.4752475247524752,-0.00772686974942642,0.06735068535919926,-0.07572163664025722,-0.07765407992233705
small,rs_pos,vwap,gapup,20,trail5,2765,0.4141048824593128,-0.0014778220130105503,0.04274464314861878,-0.032733823624162155,-0.07770870993275532
large,above200+rs,dn8,gapup,2,target10,224,0.48660714285714285,-0.005194747897085304,0.04098389757694805,-0.04896407273769083,-0.0777478673662305
small,above200+rs,touch21,volexp,10,target10,824,0.5145631067961165,-0.0027090248813797188,0.03571967968541753,-0.04344345172218482,-0.07776364334146095
small,rs_pos,touch200,volexp,5,trail5,323,0.3591331269349845,-0.004327557602511811,0.03691133089941699,-0.027437272898278676,-0.07777573401381475
small,above50,vwap,gapup,10,time,3719,0.5017477816617371,-0.0012786051861925422,0.05311807915949847,-0.0560569176465592,-0.0779739527996839
large,above50+rs,touch200,immed,2,target10,714,0.5042016806722689,-0.002921336030983879,0.022497421770553253,-0.028770920235936893,-0.07806037280868057
small,above200+rs,touch21,immed,2,time,6130,0.49836867862969003,-0.000998679048486822,0.020199020690752655,-0.022058507569910103,-0.07819089352836757
mid,above50+rs,dn15,immed,5,target10,491,0.5437881873727087,-0.003529544463196438,0.08623274610505968,-0.11052298902446599,-0.07820948089446184
mid,none,touch200,volexp,2,target10,950,0.5168421052631579,-0.0025427017979945494,0.02413724653705835,-0.031082690104118675,-0.07837133284465997
small,rs_pos,vwap,volexp,5,target10,1745,0.5243553008595988,-0.001876350499204719,0.05220043733169277,-0.06149112262603751,-0.07838115932279784
small,rs_pos,touch21,immed,5,time,7615,0.4911359159553513,-0.0008989532652102757,0.03375256470027213,-0.03434325705641136,-0.07844622839652858
small,rs_pos,dn15,volexp,5,target10,241,0.5560165975103735,-0.005057842089999458,0.0877255891835675,-0.1212539148998871,-0.0785188241912485
small,above50+rs,touch21,gapup,10,target10,811,0.48581997533908755,-0.002765183739586382,0.02744518441465856,-0.031309272595155944,-0.0787470732357003
large,above50+rs,dn15,gapup,2,target15,37,0.40540540540540543,-0.01295903209550836,0.09541260714183818,-0.08684878612097192,-0.07882671485949028
small,above50+rs,dn5,immed,10,target15,5166,0.5180023228803716,-0.001101604105422694,0.10242318378742311,-0.11235956892520398,-0.0791776753375889
large,above50+rs,touch200,immed,5,time,719,0.49791376912378305,-0.0029547087648003094,0.0327393059205308,-0.0383520972893115,-0.07922807894403604
mid,rs_pos,dn5,volexp,2,target15,1039,0.4821944177093359,-0.0024586572208582,0.059368837247693484,-0.060034074932279,-0.07925118388728095
small,rs_pos,touch200,volexp,5,target15,314,0.4171974522292994,-0.004491629876273717,0.042100754987018034,-0.03784464854890333,-0.07959188418969913
small,above21,dn5,gapup,2,target15,589,0.4465195246179966,-0.003280092862799356,0.06913955653239294,-0.06170453393928884,-0.07960563052999395
mid,rs_pos,touch200,immed,5,target15,1707,0.4961921499707089,-0.0019278111346319484,0.03933546021250676,-0.04256733535675577,-0.07964916823654997
small,above200,dn10,gapup,2,target10,332,0.46987951807228917,-0.004373986906675811,0.05499752528117643,-0.056998736345908484,-0.07969783437863362
mid,rs_pos,vwap,immed,2,time,11536,0.49913314840499307,-0.0007427249806456913,0.03145809700828667,-0.032832086872697015,-0.07977295041774275
mid,above200+rs,dn5,gapup,5,target10,687,0.5094614264919942,-0.0030473360978947716,0.051668702887128805,-0.059874082818245675,-0.07987276607615922
small,above200,vwap,gapup,10,trail5,3782,0.45928080380750924,-0.0013000655283526106,0.030416793746141486,-0.02824000907837523,-0.079951387540409
small,rs_pos,touch21,immed,2,target15,7587,0.4930802688809806,-0.0009184904334308218,0.021761542655262502,-0.022979333851215984,-0.08000362753724348
small,above200+rs,touch21,immed,20,target15,6060,0.4985148514851485,-0.0010308369035841557,0.05371393301464473,-0.05545135349554516,-0.08024653147677648
mid,above200,touch50,immed,2,trail5,7271,0.5014440929720809,-0.0009413057270219532,0.0160796953817366,-0.01806091125599676,-0.08026528892309295
large,above21,dn15,immed,5,target15,130,0.5,-0.007040831328877982,0.1087852943937932,-0.12286695705154917,-0.08027782853454782
mid,above200+rs,touch200,volexp,2,target15,162,0.41358024691358025,-0.0063137084732009015,0.033109026608123863,-0.03411711110950363,-0.08036038936503577
large,above50+rs,touch50,volexp,2,trail5,213,0.39436619718309857,-0.005518041348629853,0.027852199410343368,-0.027247500447496135,-0.0805331621710287
small,above50,touch50,immed,10,trail5,10908,0.48102310231023104,-0.0007712277843350944,0.022418656509273147,-0.022265190492083274,-0.08054808723653349
large,above200,touch21,gapup,10,target15,1276,0.46316614420062696,-0.002256198441967865,0.031087828300174418,-0.031024548521684788,-0.08059398537465913
small,above200,dn15,immed,5,target15,1853,0.4813815434430653,-0.001872275995846394,0.09652344256185247,-0.09320316148332548,-0.08059490337959149
small,above200,dn15,immed,2,target10,1816,0.4834801762114537,-0.0018937865201047194,0.065688085434025,-0.06515272423409822,-0.08070286320109282
mid,none,touch200,immed,2,target10,6466,0.5182493040519641,-0.0010040006314359156,0.018540653392585107,-0.02202940532950797,-0.08073313851445858
small,none,dn15,volexp,5,target15,1667,0.5176964607078585,-0.001979802338946407,0.10783574574981013,-0.11985395408098236,-0.08083317413824108
large,none,touch200,volexp,2,time,569,0.48154657293497366,-0.0033887100928606845,0.025340885785509044,-0.030073148298532908,-0.08083334471105591
large,above50,dn5,gapup,5,target10,454,0.5066079295154186,-0.0037944819057085842,0.05468909874673432,-0.06384458703991336,-0.08085007230342117
large,above50+rs,touch50,volexp,5,target15,213,0.45539906103286387,-0.005539791984265519,0.0404458781629278,-0.0439933265039013,-0.08085060224737119
small,above200,vwap,gapup,20,trail5,3887,0.44713146385387187,-0.0012984553035067098,0.03460493107620038,-0.030335256386769115,-0.08095324739021083
small,above200,touch50,gapup,5,target10,1527,0.4702030124426981,-0.002073415851127358,0.015414243282359952,-0.017593983536966524,-0.08102255473900676
mid,above200+rs,touch50,immed,10,target10,2928,0.4842896174863388,-0.0014997289414432561,0.04549029772719688,-0.04562678709782187,-0.08115182830205213
large,above200,dn10,gapup,2,target10,282,0.475177304964539,-0.004838307711983229,0.04529290181074237,-0.05022737579336992,-0.08124900287059443
mid,rs_pos,dn8,gapup,10,target15,498,0.5140562248995983,-0.003647223790077929,0.09025407605714209,-0.10298083024002967,-0.08139113099536943
small,above200+rs,touch50,gapup,5,target10,495,0.49292929292929294,-0.0036675362856436696,0.02121177285950458,-0.027853000155827628,-0.08159753115887709
small,none,touch200,volexp,5,target15,1295,0.4988416988416988,-0.0022705229785546805,0.026174456200195855,-0.03058401535062378,-0.08170728610110324
small,above50+rs,touch200,immed,5,time,1380,0.43623188405797103,-0.00220072994702812,0.03992082123788858,-0.034793498344611484,-0.08175348906101819
mid,above200,dn8,immed,5,target10,5158,0.5044590926715782,-0.00114072246731304,0.06052622679460484,-0.06391748380514962,-0.0819257949687284
mid,rs_pos,dn10,gapup,2,target10,345,0.463768115942029,-0.004414377716385475,0.04771848857871983,-0.04950226207971979,-0.08199342696160236
mid,above50+rs,vwap,immed,10,trail5,9930,0.4163141993957704,-0.0008237882196075451,0.042518430227945686,-0.03173764796118537,-0.08208998973984709
mid,above200+rs,touch21,immed,5,trail5,6262,0.47045672309166403,-0.0010378433009705329,0.027930913457618518,-0.026774259890476965,-0.08212744613201642
small,above21,dn15,immed,2,target15,741,0.46558704453441296,-0.0030188540085222962,0.09874207670733684,-0.09167421031400563,-0.08217717644124439
small,above200,vwap,gapup,10,target15,3676,0.5233949945593036,-0.0013592684073452592,0.041804222030014625,-0.04876027046298478,-0.08241247828689917
large,above50+rs,touch200,immed,2,target15,713,0.5021037868162693,-0.0030872784191485077,0.022638113904074615,-0.02903006842397633,-0.08243669310824821
small,above200,touch50,immed,2,time,9631,0.49257605648426955,-0.000841114597541504,0.014128525794248684,-0.015372723768536522,-0.08254501706491567
small,above200+rs,dn10,immed,5,time,2542,0.44885916601101494,-0.0016374935648512381,0.10601015867359825,-0.08930770855705028,-0.08255956101306539
mid,rs_pos,touch50,volexp,10,target15,448,0.43973214285714285,-0.003904120220229831,0.05765395759057665,-0.052218627506002244,-0.08263464952981484
large,rs_pos,touch50,volexp,2,target15,331,0.48338368580060426,-0.0045423070126004664,0.0363532835101854,-0.042807187033920585,-0.08264003292541766
small,above200+rs,touch21,immed,5,target15,6138,0.5009775171065494,-0.001055074507304928,0.029979155081046604,-0.032210887757119146,-0.08266022284987837
small,above200,touch200,volexp,5,target15,1001,0.4955044955044955,-0.0026139706101553067,0.01781066791039208,-0.02267460567192066,-0.08270232882516951
